"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Colombia","COL","Rural population","SP.RUR.TOTL","8429309","8463079","8488685","8504966","8510292","8622529","8730938","8830131","8919376","8997679","9065563","9120846","9165869","9207126","9249137","9289877","9325353","9363735","9406607","9448746","9492012","9533667","9571812","9609265","9643244","9667695","9717259","9777368","9835867","9893612","9949619","9998757","10040865","10081888","10119915","10151842","10175430","10194872","10207806","10213458","10212798","10206862","10195634","10177790","10153848","10122893","10084569","10040198","9988139","9932078","9875678","9816173","9751197","9681760","9608655","9535148","9473755","9454686","9472017","9483412","9460370","9406924",
"Comoros","COM","Rural population","SP.RUR.TOTL","170396","172106","173790","175411","176950","178447","179883","183181","187001","191079","195359","199875","204655","209706","215041","220559","226355","232517","238929","245559","252107","258056","263431","268712","274226","279976","285930","292057","298328","304710","310970","316821","324182","331782","339266","346851","354617","362548","370624","378386","386036","394176","402559","410796","418995","427473","436182","444988","453936","463103","472514","482183","492036","502003","512105","522324","532668","542427","551454","560303","569314","578317",
"Cabo Verde","CPV","Rural population","SP.RUR.TOTL","174848","178386","183336","188765","194320","200030","205920","212019","218344","224894","231076","235098","236647","237411","238235","239181","240049","240677","241207","241713","242627","241242","239730","237859","235529","232814","227615","221942","215818","209503","203718","204833","206355","208011","209527","210759","211750","212584","213187","213550","213385","212985","212263","211254","209980","208520","206892","205108","203144","201016","198994","198759","198485","198066","197625","197123","196644","196259","195740","195065","194299","193416",
"Costa Rica","CRI","Rural population","SP.RUR.TOTL","885140","916858","949198","980025","1004875","1029101","1052503","1074938","1095934","1115872","1135186","1153867","1171998","1190607","1214317","1238621","1263722","1289842","1316948","1345021","1373763","1403194","1433462","1464527","1495259","1511972","1527786","1542314","1555447","1567550","1579032","1590002","1600112","1609277","1617117","1623470","1628231","1631622","1633122","1632475","1629400","1604671","1576780","1546435","1514507","1481558","1447643","1413080","1378038","1342700","1306433","1269758","1234072","1199321","1165487","1132661","1101050","1070680","1041416","1013042","985122","957348",
"Caribbean small states","CSS","Rural population","SP.RUR.TOTL","2739163","2768518","2794505","2819456","2843626","2866705","2887802","2906855","2923834","2939488","2955047","2973270","2983450","2984611","2984440","2982941","2980064","2976335","2972127","2967309","2964307","2979336","2994209","3015357","3034226","3051054","3065295","3075503","3083204","3090079","3096118","3106707","3124227","3143002","3161901","3181485","3200325","3217946","3234950","3250731","3264919","3282145","3302207","3323306","3344037","3364673","3384893","3404410","3423138","3442188","3460727","3477598","3494642","3512838","3528997","3543216","3554956","3564400","3592701","3607176","3602942","3607580",
"Cuba","CUB","Rural population","SP.RUR.TOTL","3023164","3072157","3122415","3174767","3228084","3280549","3331439","3380802","3429092","3476807","3524261","3522193","3502668","3476122","3443031","3403838","3358574","3307817","3251859","3191834","3128517","3067531","3030728","3002866","2976078","2950023","2924277","2899693","2876585","2854131","2830522","2820304","2822430","2821136","2816847","2810676","2803686","2791545","2774438","2757671","2740576","2722960","2704828","2693748","2689468","2683998","2676990","2668709","2659814","2650984","2642296","2633842","2625904","2623550","2622117","2619969","2616602","2609981","2601305","2590505","2577237","2556097",
"Curacao","CUW","Rural population","SP.RUR.TOTL","31568","31403","31474","31570","31616","31610","31433","31261","31239","31235","31194","31248","30803","30135","29927","29586","29146","28671","27980","27417","26989","26637","26443","26175","25857","25542","25093","24463","23688","22915","22278","21737","20948","19879","18847","17881","17033","16162","15003","13667","12379","11600","11765","12167","12540","13031","13543","13992","14353","14633","15012","15422","15735","16084","16459","16822","17129","17294","17296","17164","16948","16703",
"Cayman Islands","CYM","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Cyprus","CYP","Rural population","SP.RUR.TOTL","377043","379613","380649","381387","381603","381593","381645","381576","381204","380551","379606","378380","376870","372483","356676","340054","327270","316109","304638","292970","281146","269309","257855","255951","257270","258438","259448","260301","261002","261574","261971","262188","262596","266034","270940","275646","280202","284651","288987","293202","297291","301326","307486","314580","321802","329081","336421","343833","351324","358900","366572","373229","378645","383501","388043","392444","396726","400795","404530","407912","410602","412374",
"Czechia","CZE","Rural population","SP.RUR.TOTL","3884203","3828621","3796447","3767312","3742092","3714591","3683086","3647740","3609212","3569696","3509276","3410396","3307236","3209952","3116999","3025935","2934700","2842920","2750823","2658820","2558840","2525602","2532083","2537294","2541852","2546549","2550807","2555063","2560031","2564468","2560605","2560857","2576685","2592690","2606957","2618682","2629045","2639712","2650698","2661463","2667547","2668884","2670674","2676944","2684795","2695557","2709931","2733000","2762927","2786024","2801381","2814526","2817206","2808362","2801426","2797131","2792682","2788986","2785892","2783117","2774917","2709018",
"Germany","DEU","Rural population","SP.RUR.TOTL","20836712","20768071","20903401","21050022","21171231","21304018","21433533","21482504","21528785","21650322","21673217","21667597","21726668","21750209","21713675","21588023","21451007","21357951","21295639","21260524","21260046","21178760","21066192","21014164","21066224","21199425","21282187","21144436","21099829","21281747","21353187","21388515","21478393","21508871","21410142","21300002","21188909","21048482","20880191","20723743","20581651","20447486","20313617","20157322","19986263","19809155","19622894","19432962","19234290","19025087","18836498","18334806","18361215","18403327","18472108","18624547","18755733","18795376","18809664","18798952","18750282","18682511",
"Djibouti","DJI","Rural population","SP.RUR.TOTL","42691","43342","44122","45136","46375","47741","49097","50401","51654","53257","55186","57251","59537","61994","64883","68536","72987","78005","83057","87401","90443","92060","92535","93755","96628","100478","105503","111526","117941","126352","138770","150129","148564","145430","148051","149220","152479","157644","163730","169160","174140","179293","184467","188136","190550","193084","196432","200267","203955","207758","211425","214867","218171","221346","224384","227243","229947","232513","234941","237192","239158","240823",
"Dominica","DMA","Rural population","SP.RUR.TOTL","36906","37498","37972","38431","38892","39407","39971","40565","41202","41860","42244","42026","41738","41454","41173","40876","40549","40185","39780","39342","38854","38076","36659","35226","33817","32426","31034","29656","28301","26975","25653","24558","24487","24447","24396","24337","24265","24175","24065","23921","23740","23593","23421","23274","23110","22936","22752","22556","22353","22150","21937","21730","21572","21346","21311","21297","21107","20993","20905","20867","20814","20713",
"Denmark","DNK","Rural population","SP.RUR.TOTL","1205031","1179808","1157609","1135659","1113984","1092288","1073702","1055896","1036317","1016431","998714","980763","961831","943557","924147","903388","882632","870832","859096","846933","833875","823805","817570","811434","805438","800242","795833","791356","786304","781335","779212","779794","780980","782186","783426","786105","789145","791005","792450","793693","795603","795779","792950","789180","780089","766524","755890","748599","742353","737112","732572","726570","718964","713546","710514","708958","707867","705807","702536","698080","693004","688752",
"Dominican Republic","DOM","Rural population","SP.RUR.TOTL","2302315","2347989","2391786","2434094","2474801","2512651","2548827","2584262","2616670","2646291","2673259","2697761","2719737","2739609","2756840","2771323","2783200","2792628","2799324","2803087","2803650","2801317","2824033","2869335","2915148","2960659","3005813","3051077","3096989","3144156","3191940","3239107","3285335","3330669","3340447","3336933","3329838","3319037","3303989","3286071","3266596","3245255","3221558","3157182","3074392","2990464","2905016","2818781","2733086","2649165","2565842","2493068","2427273","2361616","2295996","2230386","2164894","2099956","2037484","1977456","1920541","1866357",
"Algeria","DZA","Rural population","SP.RUR.TOTL","7917904","7910599","7866229","7820600","7777451","7720580","7714349","7866724","8024202","8184460","8346529","8513432","8688252","8872325","9067461","9382924","9818302","10121510","10263257","10416039","10579878","10755484","10939453","11129251","11321670","11516193","11702138","11858620","11997627","12121688","12226985","12316648","12395966","12462905","12510471","12531184","12528898","12514344","12474696","12406086","12334776","12258243","12175192","12090197","12008938","11920435","11838359","11776076","11720129","11675933","11638969","11607690","11582446","11561310","11542390","11527620","11513248","11496842","11475841","11449736","11413449","11370967",
"East Asia & Pacific (excluding high income)","EAP","Rural population","SP.RUR.TOTL","744470442","739848172","745372744","760065455","774148537","793909133","816110387","837345785","859261166","882469311","906299710","930596514","953245504","974040996","992560975","1010827885","1026312585","1040729371","1052236443","1060491909","1067672198","1074704354","1083027115","1092477935","1100553860","1108674518","1117435843","1126786355","1135830820","1143898134","1151078718","1156186464","1159579886","1161930587","1163500776","1164084772","1163782522","1162825171","1160755008","1157263165","1152195416","1144150961","1133842254","1122586957","1110512444","1097961808","1085368453","1072489038","1059123813","1045334957","1031161685","1018427235","1006844711","994943510","982463766","969433604","956156214","942894691","928885870","914441084","899574255","883987073",
"Early-demographic dividend","EAR","Rural population","SP.RUR.TOTL","755686097","771972430","788339789","805041655","822062197","838881350","855500591","872594309","890249735","908287974","926309139","943448231","960268277","978187558","996210495","1015882767","1033824106","1052042766","1070582225","1089615113","1109154215","1129968310","1152434175","1174375216","1196045300","1217727654","1239629696","1261823755","1284097602","1306202531","1329106283","1352207940","1374516911","1396057400","1416163335","1436449376","1458420910","1480109940","1500937782","1521337150","1541699251","1562254952","1580916579","1598809832","1616413038","1633229458","1649327112","1665154351","1680080881","1694631197","1709699606","1724998015","1739391115","1752798946","1765350390","1777118827","1788541929","1799369037","1809442439","1818676191","1826867968","1832988563",
"East Asia & Pacific","EAS","Rural population","SP.RUR.TOTL","807252199","802587178","808060434","822693971","836684442","856342071","878417852","899167961","920658952","943531315","966972620","991128771","1013342556","1033652753","1051653722","1069239115","1084342234","1098487834","1109663033","1117566106","1124355757","1130932000","1138789254","1147727721","1155209599","1162684979","1170570356","1178896737","1186975383","1194126146","1200401495","1205008972","1208119876","1210182055","1211461198","1211741079","1211292861","1210273658","1208144007","1204549702","1199384777","1189649329","1177113683","1163745761","1149628884","1135152972","1121007938","1106778883","1092172253","1077200905","1061912605","1048832526","1037163477","1025177136","1012621525","999518506","986165117","972806060","958686962","944111130","929058643.009217","913162111.055297",
"Europe & Central Asia (excluding high income)","ECA","Rural population","SP.RUR.TOTL","138236830","138588014","138887797","139124171","139297337","139315734","138981379","138612979","138183575","137670159","137054820","136514854","136036282","135526346","134994402","134477252","134072900","133723968","133342437","133169714","133275515","132972296","132495818","132045769","131635950","131237003","130987098","130815908","130586551","130543456","130809516","131349354","131728543","131848478","131823485","131688976","131702674","131646393","131485600","131187507","130866325","130451315","129936431","129385142","128860614","128342577","127867911","127482273","127263927","127138900","127167736","127284060","127420283","127664204","127954141","128241504","128427951","128444094","128275030","128063650","127733522","127236808",
"Europe & Central Asia","ECS","Rural population","SP.RUR.TOTL","295583703","295431823","295283042","294887106","294410642","293693751","292570076","291458626","290309175","289200955","287802946","286438434","285312187","284150529","282922985","281826314","280860664","279800488","278658090","277751534","277191937","276315418","275543699","274845232","274273787","273783019","273371111","272804710","272237771","272128729","272279924","272580083","272741896","272778704","272509193","272053746","271714488","271304415","270781160","270144149","269347982","268361716","267113468","265978073","264916797","263845041","262789086","261829211","261026206","260250615","259506351","258526859","257965334","257646672","257403686","257069574","256589955","255836184","254867138","253685627","252348293","250574929",
"Ecuador","ECU","Rural population","SP.RUR.TOTL","3053618","3113853","3175842","3241809","3310978","3381746","3453426","3526004","3599386","3673545","3747892","3822443","3897180","3972319","4045979","4095562","4143319","4189395","4233434","4275451","4315171","4352708","4387632","4428018","4471969","4514716","4555910","4595282","4631365","4664217","4693022","4733060","4777592","4816062","4850667","4882961","4912975","4940787","4966373","4990139","5012850","5035573","5082114","5145430","5208923","5272400","5336472","5400875","5465292","5529274","5592614","5660664","5730895","5797852","5862807","5928024","5994859","6066000","6156100","6246175","6302697","6342935",
"Egypt, Arab Rep.","EGY","Rural population","SP.RUR.TOTL","16798156","17128203","17482967","17846748","18216867","18587851","18954602","19315739","19671086","20017838","20355462","20680063","20999184","21321060","21648382","21989246","22339861","22800416","23355260","23941536","24561314","25200334","25860340","26562565","27296776","28051094","28821270","29656133","30546134","31445801","32338853","33206080","34066634","34939362","35816132","36694488","37581314","38415544","39216826","40022265","40826565","41641310","42487020","43348470","44202513","45051576","45900052","46800560","47742896","48702261","49717297","50844031","52056284","53325312","54641528","55912672","57144318","58320229","59439309","60487813","61488326","62430223",
"Euro area","EMU","Rural population","SP.RUR.TOTL","100557024","100162646","99724562","99095272","98452515","97802328","97090339","96279758","95543915","95006929","94363232","93769751","93439066","93119705","92755175","92469845","92212304","91859164","91511324","91171330","90855363","90495255","90281335","90131962","90069012","90073882","90018854","89742653","89545930","89590185","89539030","89492242","89438487","89286267","88969299","88634816","88305171","87962706","87600209","87262277","86943433","86616789","86251457","85903981","85573378","85215864","84827406","84507575","84164378","83674559","83097141","82154672","81614590","81199925","80805509","80334150","79842033","79272804","78699700","77970766","77279301","76504500",
"Eritrea","ERI","Rural population","SP.RUR.TOTL","896208","914079","932835","952326","972439","993120","1014211","1035648","1060119","1085281","1111389","1138500","1166449","1195188","1224682","1254840","1285811","1317817","1350707","1384488","1419398","1455513","1492678","1530922","1568789","1599979","1630830","1661055","1690638","1718723","1743510","1639737","1531274","1565024","1598154","1671543","1736702","1739570","1744318","1750038","1756685","1786005","1825459","1877433","1929666","1951092","1956994","1960035","1983814","2017325","2040514","2060190","2069562","2077403","2074150","2063923","2058647","2056809","2064468","2074379","2085623","2100324",
"Spain","ESP","Rural population","SP.RUR.TOTL","13227520","13124738","12934262","12735859","12549483","12373341","12186583","12022749","11865098","11668253","11484091","11346103","11232265","11118088","11000753","10881129","10757865","10631094","10496542","10353322","10201721","10089484","10060595","10020407","9972794","9920133","9860687","9797703","9730502","9658018","9580406","9535852","9550559","9567936","9581167","9590975","9598296","9606162","9613419","9619750","9630000","9663982","9722744","9796815","9862593","9925418","9988509","10067486","10120932","10102486","10041047","9968815","9868179","9728205","9590865","9473817","9371187","9281373","9209330","9160656","9089469","8982440",
"Estonia","EST","Rural population","SP.RUR.TOTL","514503","510808","508171","505607","503223","500376","495998","490134","484868","480160","476747","475284","473219","470361","467017","463267","459138","455120","450848","447886","447435","447430","447486","447388","447111","446909","447040","447304","446860","448250","451436","452063","446743","438168","431632","426680","423107","420938","419548","423427","427924","426956","425998","425074","424271","423570","422804","422596","423176","424069","424820","425245","423607","420151","417118","415458","413645","412117","411399","410662","409107","407066",
"Ethiopia","ETH","Rural population","SP.RUR.TOTL","20341194","20799944","21281301","21783164","22306205","22851430","23388038","23941417","24566736","25211779","25877134","26551634","27222630","27900519","28566785","29201670","29873696","30382798","30826307","31208557","31307646","32018465","33189509","34021669","34799621","35672013","36613743","37748717","39106501","40476895","41835381","43511981","45189719","46599725","48040845","49529255","51035417","52546899","54064410","55606839","57151370","58716476","60328366","61966689","63626355","65307159","67020970","68781680","70429747","72085216","73782698","75534019","77298928","79050945","80796875","82563655","84375675","86222946","88055633","89898498","91766343","93611468",
"European Union","EUU","Rural population","SP.RUR.TOTL","147501016","146798927","146107016","145240996","144371944","143417595","142439354","141517765","140626178","139871558","138932110","137960168","137287418","136631914","135958854","135413788","134902790","134248100","133518207","132803458","132159417","131604163","131238367","130911425","130657623","130456423","130188103","129695159","129254102","129041291","128754565","128383159","128093283","127959025","127681312","127322932","126932933","126548017","126154055","125776375","125257266","124620990","123924224","123404585","122920647","122403881","121854422","121300637","120728541","120095971","119342144","118268100","117609165","117088395","116589635","115998232","115367892","114645950","113909579","113010933","112099739","110916413",
"Fragile and conflict affected situations","FCS","Rural population","SP.RUR.TOTL","189681667","192668004","195776077","198936412","202180762","205413235","208666713","211969564","215386839","218853781","222406629","226004293","229689522","233547089","237805954","242228913","246856386","251482714","256258799","261273219","265725773","269548467","273897091","278440454","282979358","287635135","292077996","296485058","300907301","305839001","311578983","317317119","324081837","331529762","339915240","348159640","355038366","361689417","368718642","376136552","383390596","390247669","398211063","406595811","414641820","422758982","431106632","439658144","447708337","456210889","464795820","473761179","482962381","491927413","500520444","508590240","516780261","525071850","533466469","542157789","550951388","559425748",
"Finland","FIN","Rural population","SP.RUR.TOTL","1980489","1948522","1924044","1899880","1872544","1841101","1810359","1782653","1753154","1715054","1671905","1636243","1606899","1577275","1546998","1515623","1482252","1449014","1416158","1383190","1351318","1318646","1285267","1252696","1219718","1185942","1152471","1120036","1088226","1057858","1028850","1010620","1001945","992568","982659","972370","962241","952617","942729","932575","922245","914750","909949","905083","900709","896820","893317","890197","887391","884704","870472","845258","820704","809047","809669","809601","809183","808330","806259","803615","800844","798128",
"Fiji","FJI","Rural population","SP.RUR.TOTL","282571","289146","295867","302777","309586","316197","322312","328416","334012","339270","344239","348909","353199","357026","360595","364363","368864","375640","383697","392289","401130","410126","419246","428495","437905","447221","455435","457946","457972","457093","455685","452212","447282","442480","437211","431806","427884","428579","430391","432173","433671","434962","436062","437006","437862","438590","439210","439472","438089","435747","432933","429806","426412","422874","419180","415253","411109","406739","402079","397236","393508","390740",
"France","FRA","Rural population","SP.RUR.TOTL","17782952","17635152","17408369","17010085","16619268","16228319","15829365","15423851","15124161","15049558","14971545","14894184","14812302","14719207","14609071","14542998","14572590","14603066","14634992","14667935","14708949","14755276","14800709","14838054","14870854","14905983","14941329","14978123","15014730","15048116","15059117","15090873","15064997","15029516","14984368","14938313","14890133","14842561","14797194","14754608","14699721","14650237","14600994","14548209","14498128","14451186","14394621","14327425","14248514","14160682","14066764","13969504","13869178","13771378","13664265","13539246","13400202","13263152","13133487","12999819","12855403","12708476",
"Faroe Islands","FRO","Rural population","SP.RUR.TOTL","26851","26917","26935","26962","26999","27059","27130","27284","27424","27549","27678","27818","27950","28076","28196","28306","28403","28495","28807","29214","29627","30049","30466","30852","31211","31553","31894","32256","32629","33038","32953","32227","31342","30397","29422","28880","28768","28764","28869","28993","29069","29053","29014","29045","29155","29080","28917","28852","28787","28703","28598","28505","28442","28391","28352","28490","28820","29177","29521","29859","30192","30367",
"Micronesia, Fed. Sts.","FSM","Rural population","SP.RUR.TOTL","33395","34513","35668","36754","37766","38812","39894","40973","42056","43184","44355","45463","46493","47538","48678","49765","50783","51842","53117","54602","56122","57785","59521","61298","63117","64964","66819","68690","70338","71741","73146","74565","76464","78865","81030","82671","83673","84584","85433","86165","86764","86950","86984","86839","86554","86167","85677","85088","84451","83808","83598","83823","84070","84329","84604","84881","85163","85464","85745","85971","86397","87034",
"Gabon","GAB","Rural population","SP.RUR.TOTL","424029","424136","422738","421158","419351","417359","415160","412699","409943","407854","406091","401897","396827","391147","384934","378296","371261","363915","356174","348030","339467","330629","328688","326629","324399","322020","319467","316756","312524","308072","303333","298332","293089","287666","285203","282769","280125","277372","274559","271703","268857","266113","263402","260752","258226","255912","253823","251962","250253","248775","247546","246519","245494","244322","242887","241028","238683","235937","233011","230087","227148","224215",
"United Kingdom","GBR","Rural population","SP.RUR.TOTL","11295344","11418528","11588798","11749886","11901600","12053854","12196452","12339783","12477844","12608008","12737421","12839362","12790427","12723565","12639936","12547912","12454324","12359759","12271069","12192652","12118256","12062199","12085470","12117759","12164599","12220513","12277190","12331725","12387604","12448431","12514322","12569161","12568650","12564188","12560917","12559379","12556499","12554474","12556019","12563329","12572963","12562339","12439896","12323786","12220136","12131582","12048279","11970758","11893520","11813186","11736055","11658599","11569870","11477678","11392615","11313292","11228768","11135542","11033746","10926403","10798029","10669915",
"Georgia","GEO","Rural population","SP.RUR.TOTL","2075477","2090349","2103850","2116256","2127156","2135939","2140828","2142021","2141408","2141260","2142101","2145027","2147142","2146323","2145057","2140769","2135940","2130131","2122022","2119585","2122292","2124502","2127121","2130315","2132914","2135888","2139042","2140742","2145850","2148180","2159075","2185875","2214567","2243390","2220726","2149958","2084148","2028799","1989403","1958910","1931011","1910922","1892142","1864034","1837288","1810550","1785270","1761043","1740846","1710767","1683754","1655877","1629406","1610308","1596856","1585179","1571628","1557150","1541599","1523815","1509450","1488191",
"Ghana","GHA","Rural population","SP.RUR.TOTL","5304446","5417293","5508076","5600022","5692863","5787273","5881938","5976874","6072855","6172676","6295667","6451454","6613111","6783623","6960247","7141891","7327930","7524586","7734556","7952955","8167679","8379556","8606362","8849724","9045005","9160664","9278454","9403191","9536003","9675863","9817947","9954453","10085189","10211867","10328462","10438910","10546524","10658671","10776303","10895486","11026644","11188148","11359994","11528389","11691469","11854093","12014037","12169718","12320920","12467646","12605012","12737660","12872599","13006395","13134146","13255803","13373618","13477013","13564560","13646945","13725263","13794798",
"Gibraltar","GIB","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Guinea","GIN","Rural population","SP.RUR.TOTL","3148533","3187272","3226443","3265995","3305874","3346060","3386565","3427424","3468784","3509487","3547765","3582842","3614639","3643603","3669535","3692657","3713437","3732881","3752311","3773816","3798228","3825755","3856641","3905080","3978851","4059078","4145892","4238804","4335903","4433932","4573332","4742687","4878119","5010480","5142882","5267052","5395852","5485886","5568966","5673787","5763429","5815383","5882648","5991625","6095568","6191787","6294533","6413539","6542089","6675103","6811752","6951869","7093026","7236332","7385274","7540506","7700258","7859443","8017536","8177237","8335753","8489377",
"Gambia, The","GMB","Rural population","SP.RUR.TOTL","351176","360145","369373","378330","385324","392215","398947","405672","412433","419116","425650","432024","438274","445006","454060","463200","472701","482601","492805","503396","514407","525519","536922","548875","560805","573329","586291","599676","613446","627572","641935","656514","670430","682456","693720","703532","712979","722310","731569","740689","749418","757848","765937","774436","785347","796645","808569","821006","833608","846337","858949","871540","884072","896270","907830","918647","928783","938210","946916","955107","963137","970908",
"Guinea-Bissau","GNB","Rural population","SP.RUR.TOTL","499334","502947","508363","512122","506650","494753","487654","489334","497033","499863","502133","503584","503846","508995","525157","554423","588026","624991","663605","683816","683429","685404","686792","687499","687469","686731","685281","683188","680517","677360","673405","671946","682574","701319","719125","733222","744335","754263","763868","773772","784752","796902","809926","823770","838217","853256","869030","885806","903106","920655","938592","957236","976624","996411","1016088","1035373","1054262","1072535","1090295","1107850","1124913","1141289",
"Equatorial Guinea","GNQ","Rural population","SP.RUR.TOTL","199078","201083","204693","208519","212558","216826","221338","226094","230903","233194","231523","227585","222499","216900","211180","205620","200094","196493","195871","197831","203768","213908","227150","241947","254076","265092","274633","282802","290113","297056","303794","310428","317014","323628","330308","333674","336803","339767","342475","344873","348708","353651","357654","360829","363324","365433","367319","369089","370676","371991","372795","372128","370027","378855","387480","395795","403758","411330","418437","425111","429337","432136",
"Greece","GRC","Rural population","SP.RUR.TOTL","3671291","3657099","3604016","3542618","3480851","3422784","3373709","3326787","3274028","3212148","3146066","3095190","3070665","3040175","3006938","2990786","2992672","2986905","2980527","2972373","2956103","2943518","2942728","2940794","2936381","2928830","2919496","2910173","2901692","2897805","2909451","2927247","2937007","2941678","2943828","2944834","2945109","2946985","2950498","2949028","2948257","2942226","2910513","2875284","2840339","2807039","2774156","2740132","2706538","2673237","2636648","2593105","2539911","2483072","2428790","2375617","2329011","2288166","2247680","2209932","2170211","2124201",
"Grenada","GRD","Rural population","SP.RUR.TOTL","65329","66074","66557","66950","67270","67507","67639","67645","67509","67263","66970","66727","66448","66150","65840","65527","65200","64828","64413","63964","63625","63820","64651","65702","66617","67208","67369","67123","66591","66106","65939","66336","66945","67450","67861","68191","68450","68650","68813","68954","69081","69166","69362","69695","70199","70678","71156","71635","72124","72625","73139","73710","74336","74966","75575","76151","76692","77191","77645","78057","78480","78886",
"Greenland","GRL","Rural population","SP.RUR.TOTL","13476","13545","13508","13474","13335","13308","13166","13051","12939","12805","12647","12540","12715","12782","12795","12703","12611","12367","12125","12033","11987","11987","11912","11860","11804","11725","11600","11541","11499","11414","11288","11082","10894","10762","10710","10657","10565","10513","10462","10392","10341","10228","10136","10026","9914","9760","9554","9342","9132","8963","8887","8673","8408","8161","7987","7816","7683","7542","7386","7280","7169","7078",
"Guatemala","GTM","Rural population","SP.RUR.TOTL","2843931","2901164","2958885","3016780","3077682","3152015","3226487","3300619","3373861","3445722","3516147","3585090","3653075","3720477","3787858","3854961","3922313","3991116","4063075","4139744","4222128","4310100","4403350","4500312","4600307","4703063","4808325","4915976","5025695","5137329","5249791","5362123","5473038","5581926","5689267","5796192","5901847","6006636","6113086","6221658","6335891","6450059","6559052","6664800","6770217","6873860","6975317","7074356","7170952","7265539","7357571","7449392","7538790","7625644","7709179","7788224","7863355","7934315","8001178","8063081","8119648","8170759",
"Guam","GUM","Rural population","SP.RUR.TOTL","36081","36028","35961","35883","35792","35675","35522","35329","35092","34801","33625","29728","25989","22471","19221","16283","13680","11422","9476","7829","6890","7370","7879","8410","8967","9551","10168","10818","11506","12216","12726","12581","12427","12268","12099","11925","11744","11555","11362","11173","11007","10930","10836","10726","10604","10473","10330","10179","10022","9862","9731","9628","9523","9415","9300","9182","9062","8938","8805","8669","8566","8501",
"Guyana","GUY","Rural population","SP.RUR.TOTL","406061","417615","428893","439898","450455","460288","469250","477345","484723","491535","497738","503067","507988","512730","517438","522159","526914","531548","535759","539001","540926","542693","543369","543187","542243","540615","538394","535717","532713","529490","526097","524640","525939","528151","530484","532669","534674","536509","538231","539842","541249","542458","543494","545270","547019","548343","549194","549665","549738","549402","548728","547753","547559","550101","552715","555393","558066","560700","576520","585574","583663","588163",
"High income","HIC","Rural population","SP.RUR.TOTL","289884010","289593513","289248169","288633576","287914004","287000874","285941122","284567408","283201317","282025369","280895046","280669149","280261612","279762081","279172918","278601486","278307728","277964976","277537848","277142320","276600624","275774262","275176885","274583939","273976303","273409345","272582493","271486552","270515157","269926153","269238618","268484095","267911629","267412392","266698770","265869791","265131509","264462216","263740530","262980411","262200976","260063787","257290124","254748692","252351577","250114506","248345016","246800994","245374168","243877043","242208793","240806575","240068771","239401533","238748136","237964768","237142908","236129462","235006657","233614624","232256412.009217","229914383.055297",
"Hong Kong SAR, China","HKG","Rural population","SP.RUR.TOTL","460971","465932","476544","483476","485492","488523","483067","485528","485985","483915","485809","483858","475286","471072","468381","459768","448321","437973","429363","436525","431477","425350","416422","407510","396584","386299","317775","175228","95163","51517","27553","9663","1218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Honduras","HND","Rural population","SP.RUR.TOTL","1605794","1640940","1676372","1712324","1748675","1785678","1823105","1860819","1899144","1938403","1978482","2019610","2061943","2104366","2146302","2193954","2245897","2298669","2352048","2406088","2460605","2515282","2569853","2624307","2678403","2731997","2785247","2838218","2891667","2949729","3008696","3068606","3129472","3191301","3253772","3316744","3380217","3444143","3504582","3565660","3630711","3694907","3747929","3797768","3844762","3889346","3931076","3969759","4005032","4037254","4066166","4091982","4114652","4134626","4151892","4167191","4180443","4191816","4201524","4209597","4214803","4215972",
"Heavily indebted poor countries (HIPC)","HPC","Rural population","SP.RUR.TOTL","143167055","146066331","149055325","152112832","155256639","158503612","161841198","165284568","168864940","172510922","176291790","180132504","183948137","187887523","192090644","196381718","200706056","204974084","209572579","214508462","218488784","222058893","226467424","231378888","236311439","241172124","245976839","250985532","256144790","261622415","267012265","272629209","279367981","286878172","293997730","301096506","308666273","316024390","323450289","331153216","338683973","346178686","354722550","363650149","372256113","380953599","389936192","399089960","407799103","416926267","425972781","435222367","444840623","454596133","464720092","474908237","485308689","496031667","506648341","517175289","527735752","538086954",
